,Bedroom,Bathroom,Toilet,Price,TypeOfHouse,Totalrooms
3595,2.0,2.0,3.0,700000.0,0,7.0
3596,3.0,3.0,3.0,1500000.0,0,9.0
3597,1.0,1.0,1.0,1700000.0,0,3.0
3598,2.0,3.0,3.0,700000.0,0,8.0
3599,1.0,1.0,1.0,400000.0,0,3.0
3600,2.0,1.0,1.0,1000000.0,0,4.0
3603,2.0,2.0,2.0,1200000.0,0,6.0
3604,2.0,2.0,3.0,1000000.0,0,7.0
3605,2.0,2.0,3.0,700000.0,0,7.0
3606,2.0,3.0,3.0,900000.0,0,8.0
3607,2.0,2.0,2.0,750000.0,0,6.0
3608,3.0,1.0,1.0,2500000.0,0,5.0
3609,3.0,3.0,4.0,2500000.0,0,10.0
3610,3.0,3.0,4.0,1000000.0,0,10.0
3611,1.0,1.0,1.0,300000.0,0,3.0
3612,3.0,3.0,4.0,2500000.0,0,10.0
3613,3.0,3.0,3.0,2500000.0,0,9.0
3615,2.0,2.0,2.0,650000.0,0,6.0
3616,2.0,2.0,3.0,1000000.0,0,7.0
3617,3.0,1.0,1.0,2500000.0,0,5.0
3618,2.0,2.0,3.0,1100000.0,0,7.0
3619,1.0,2.0,2.0,550000.0,0,5.0
3620,3.0,3.0,4.0,1500000.0,0,10.0
3622,2.0,2.0,3.0,750000.0,0,7.0
3623,2.0,2.0,3.0,700000.0,0,7.0
3624,2.0,2.0,3.0,700000.0,0,7.0
3625,2.0,2.0,2.0,1000000.0,0,6.0
3626,3.0,3.0,3.0,1500000.0,0,9.0
3627,3.0,3.0,4.0,1500000.0,0,10.0
3628,2.0,3.0,3.0,1000000.0,0,8.0
3629,3.0,3.0,3.0,1500000.0,0,9.0
3630,1.0,1.0,1.0,600000.0,0,3.0
3631,2.0,2.0,3.0,1300000.0,0,7.0
3632,4.0,4.0,4.0,2500000.0,1,12.0
3634,4.0,4.0,4.0,2500000.0,1,12.0
3636,3.0,3.0,4.0,1300000.0,0,10.0
3637,3.0,3.0,4.0,1200000.0,0,10.0
3639,1.0,1.0,1.0,400000.0,0,3.0
3641,2.0,2.0,3.0,1000000.0,0,7.0
3642,2.0,2.0,3.0,850000.0,0,7.0
3643,2.0,3.0,3.0,1200000.0,0,8.0
3644,3.0,3.0,4.0,2500000.0,0,10.0
3645,3.0,3.0,3.0,1200000.0,0,9.0
3646,2.0,2.0,2.0,650000.0,0,6.0
3647,3.0,3.0,3.0,1500000.0,0,9.0
3648,3.0,3.0,4.0,2500000.0,0,10.0
3649,1.0,1.0,1.0,300000.0,0,3.0
3650,2.0,1.0,1.0,900000.0,0,4.0
3651,2.0,1.0,1.0,900000.0,0,4.0
3652,2.0,1.0,1.0,550000.0,0,4.0
3653,2.0,2.0,2.0,900000.0,0,6.0
3654,2.0,2.0,3.0,1000000.0,0,7.0
3656,3.0,3.0,4.0,1000000.0,0,10.0
3657,2.0,1.0,1.0,250000.0,0,4.0
3658,3.0,3.0,4.0,1200000.0,0,10.0
3659,3.0,3.0,4.0,1200000.0,0,10.0
3660,1.0,1.0,1.0,1200000.0,0,3.0
3661,2.0,2.0,3.0,700000.0,0,7.0
3662,3.0,3.0,3.0,1200000.0,0,9.0
3663,2.0,2.0,3.0,800000.0,0,7.0
3664,3.0,2.0,3.0,650000.0,0,8.0
3665,1.0,1.0,1.0,700000.0,0,3.0
3666,4.0,4.0,5.0,2500000.0,1,13.0
3667,5.0,6.0,5.0,2000000.0,1,16.0
3668,1.0,1.0,1.0,250000.0,0,3.0
3669,2.0,2.0,3.0,1000000.0,0,7.0
3670,2.0,2.0,3.0,850000.0,0,7.0
3671,3.0,3.0,2.0,2500000.0,1,8.0
3672,1.0,1.0,1.0,250000.0,0,3.0
3673,3.0,2.0,2.0,1000000.0,0,7.0
3674,2.0,2.0,3.0,750000.0,0,7.0
3675,3.0,2.0,3.0,1300000.0,0,8.0
3677,3.0,1.0,1.0,1300000.0,0,5.0
3678,3.0,3.0,3.0,1500000.0,0,9.0
3680,1.0,1.0,1.0,650000.0,0,3.0
3681,3.0,3.0,3.0,1300000.0,0,9.0
3682,3.0,3.0,4.0,1100000.0,0,10.0
3683,3.0,3.0,3.0,1500000.0,0,9.0
3684,3.0,3.0,3.0,2500000.0,0,9.0
3685,3.0,3.0,3.0,900000.0,0,9.0
3686,3.0,3.0,4.0,1000000.0,0,10.0
3688,3.0,3.0,3.0,1500000.0,1,9.0
3689,2.0,2.0,3.0,1100000.0,0,7.0
3691,2.0,1.0,1.0,2500000.0,1,4.0
3692,3.0,3.0,3.0,1200000.0,0,9.0
3693,3.0,3.0,4.0,1500000.0,0,10.0
3694,3.0,3.0,4.0,1200000.0,0,10.0
3695,3.0,4.0,4.0,2500000.0,0,11.0
3696,2.0,2.0,2.0,800000.0,0,6.0
3697,1.0,1.0,1.0,300000.0,0,3.0
3698,3.0,3.0,4.0,2500000.0,1,10.0
3699,3.0,1.0,1.0,2500000.0,0,5.0
3700,2.0,2.0,3.0,750000.0,0,7.0
3701,1.0,1.0,1.0,350000.0,0,3.0
3702,2.0,2.0,3.0,1800000.0,0,7.0
3703,2.0,3.0,3.0,1000000.0,0,8.0
3704,3.0,1.0,1.0,1000000.0,0,5.0
3705,3.0,3.0,3.0,2500000.0,0,9.0
3706,3.0,4.0,4.0,2500000.0,0,11.0
3707,3.0,3.0,4.0,1200000.0,0,10.0
3708,2.0,2.0,3.0,550000.0,0,7.0
3710,3.0,3.0,4.0,1500000.0,0,10.0
3711,3.0,3.0,4.0,2500000.0,0,10.0
3712,4.0,5.0,5.0,2500000.0,1,14.0
3713,2.0,2.0,3.0,700000.0,0,7.0
3714,2.0,2.0,3.0,750000.0,0,7.0
3715,2.0,2.0,3.0,500000.0,0,7.0
3716,3.0,3.0,4.0,2500000.0,0,10.0
3717,2.0,2.0,3.0,800000.0,0,7.0
3718,3.0,3.0,3.0,900000.0,0,9.0
3719,1.0,1.0,1.0,250000.0,0,3.0
3720,3.0,3.0,3.0,1000000.0,0,9.0
3721,3.0,3.0,4.0,2000000.0,1,10.0
3722,2.0,3.0,3.0,1000000.0,0,8.0
3723,2.0,3.0,3.0,1000000.0,0,8.0
3724,1.0,1.0,1.0,350000.0,0,3.0
3725,1.0,1.0,1.0,250000.0,0,3.0
3726,1.0,1.0,1.0,250000.0,0,3.0
3727,1.0,1.0,2.0,300000.0,0,4.0
3728,1.0,1.0,1.0,250000.0,0,3.0
3729,2.0,1.0,2.0,1100000.0,0,5.0
3730,3.0,3.0,4.0,1500000.0,0,10.0
3731,3.0,3.0,3.0,2000000.0,0,9.0
3733,1.0,1.0,1.0,350000.0,0,3.0
3734,3.0,3.0,4.0,500000.0,0,10.0
3735,3.0,2.0,3.0,350000.0,0,8.0
3736,4.0,3.0,4.0,500000.0,1,11.0
3738,1.0,2.0,2.0,250000.0,0,5.0
3739,2.0,2.0,2.0,250000.0,0,6.0
3740,1.0,1.0,1.0,250000.0,0,3.0
3741,1.0,2.0,2.0,250000.0,0,5.0
3743,1.0,1.0,1.0,400000.0,0,3.0
3745,3.0,3.0,4.0,250000.0,0,10.0
3747,1.0,1.0,1.0,500000.0,0,3.0
3748,3.0,3.0,4.0,500000.0,0,10.0
3749,3.0,3.0,4.0,500000.0,1,10.0
3750,2.0,2.0,3.0,250000.0,0,7.0
3751,2.0,2.0,2.0,400000.0,0,6.0
3752,1.0,1.0,2.0,250000.0,0,4.0
3753,2.0,2.0,3.0,250000.0,0,7.0
3754,2.0,2.0,2.0,350000.0,0,6.0
3755,2.0,2.0,3.0,500000.0,0,7.0
3756,2.0,2.0,2.0,350000.0,0,6.0
3757,2.0,2.0,3.0,500000.0,1,7.0
3758,1.0,1.0,2.0,250000.0,0,4.0
3759,1.0,1.0,1.0,250000.0,0,3.0
3760,3.0,2.0,3.0,400000.0,0,8.0
3761,3.0,2.0,2.0,400000.0,0,7.0
3762,2.0,2.0,3.0,500000.0,0,7.0
3763,3.0,2.0,3.0,500000.0,0,8.0
3764,3.0,2.0,2.0,250000.0,0,7.0
3765,2.0,2.0,3.0,500000.0,0,7.0
3766,4.0,4.0,5.0,500000.0,1,13.0
3768,3.0,3.0,3.0,270000.0,0,9.0
3769,1.0,1.0,1.0,250000.0,0,3.0
3771,3.0,3.0,3.0,350000.0,0,9.0
3774,2.0,2.0,2.0,250000.0,0,6.0
3775,3.0,3.0,4.0,300000.0,0,10.0
3777,3.0,2.0,3.0,450000.0,0,8.0
3778,3.0,2.0,2.0,450000.0,0,7.0
3779,1.0,2.0,2.0,300000.0,0,5.0
3780,2.0,2.0,3.0,350000.0,0,7.0
3781,3.0,4.0,4.0,500000.0,0,11.0
3782,2.0,2.0,3.0,250000.0,0,7.0
3783,3.0,3.0,3.0,400000.0,0,9.0
3784,1.0,1.0,1.0,250000.0,0,3.0
3785,1.0,1.0,1.0,250000.0,0,3.0
3786,1.0,1.0,1.0,250000.0,0,3.0
3787,1.0,1.0,1.0,250000.0,0,3.0
3788,1.0,1.0,1.0,250000.0,0,3.0
3789,1.0,1.0,1.0,400000.0,0,3.0
3790,1.0,1.0,1.0,500000.0,0,3.0
3791,1.0,1.0,1.0,250000.0,0,3.0
3792,1.0,1.0,1.0,250000.0,0,3.0
3793,2.0,2.0,2.0,250000.0,0,6.0
3794,2.0,2.0,2.0,250000.0,0,6.0
3795,3.0,3.0,3.0,300000.0,0,9.0
3796,2.0,2.0,2.0,250000.0,0,6.0
3797,2.0,2.0,1.0,300000.0,0,5.0
3798,1.0,1.0,1.0,500000.0,0,3.0
3799,2.0,1.0,1.0,250000.0,0,4.0
3800,1.0,1.0,1.0,250000.0,0,3.0
3801,2.0,2.0,3.0,250000.0,0,7.0
3802,2.0,2.0,2.0,330000.0,0,6.0
3803,1.0,1.0,1.0,250000.0,0,3.0
3804,3.0,1.0,1.0,250000.0,0,5.0
3805,2.0,2.0,2.0,500000.0,0,6.0
3806,1.0,1.0,1.0,250000.0,0,3.0
3807,1.0,1.0,1.0,250000.0,0,3.0
3809,1.0,1.0,1.0,250000.0,0,3.0
3811,1.0,1.0,1.0,500000.0,0,3.0
3812,2.0,2.0,2.0,250000.0,0,6.0
3813,1.0,1.0,1.0,250000.0,0,3.0
3814,2.0,2.0,3.0,250000.0,0,7.0
3815,2.0,2.0,2.0,250000.0,0,6.0
3817,3.0,3.0,3.0,500000.0,0,9.0
3818,2.0,1.0,1.0,250000.0,1,4.0
3820,2.0,2.0,2.0,250000.0,0,6.0
3821,3.0,3.0,4.0,500000.0,0,10.0
3822,1.0,1.0,1.0,250000.0,0,3.0
3823,1.0,1.0,1.0,250000.0,0,3.0
3824,1.0,1.0,1.0,330000.0,0,3.0
3825,1.0,1.0,1.0,250000.0,0,3.0
3826,2.0,2.0,3.0,250000.0,0,7.0
3827,9.0,9.0,9.0,500000.0,0,27.0
3828,1.0,1.0,2.0,250000.0,0,4.0
3829,1.0,1.0,1.0,250000.0,0,3.0
3830,1.0,1.0,1.0,250000.0,0,3.0
3831,1.0,1.0,1.0,250000.0,0,3.0
3832,1.0,1.0,1.0,250000.0,0,3.0
3833,2.0,2.0,2.0,450000.0,0,6.0
3834,2.0,2.0,2.0,250000.0,0,6.0
3835,1.0,1.0,1.0,250000.0,0,3.0
3836,3.0,3.0,3.0,400000.0,0,9.0
3837,2.0,2.0,3.0,250000.0,0,7.0
3838,1.0,1.0,1.0,250000.0,0,3.0
3839,1.0,1.0,1.0,250000.0,0,3.0
3840,3.0,1.0,2.0,400000.0,1,6.0
3841,3.0,3.0,4.0,500000.0,0,10.0
3842,1.0,1.0,2.0,250000.0,0,4.0
3843,2.0,2.0,3.0,250000.0,0,7.0
3844,1.0,1.0,1.0,250000.0,0,3.0
3845,1.0,1.0,1.0,250000.0,0,3.0
3846,2.0,2.0,3.0,250000.0,0,7.0
3849,2.0,2.0,2.0,250000.0,0,6.0
3850,2.0,2.0,2.0,450000.0,0,6.0
3851,1.0,1.0,1.0,250000.0,0,3.0
3852,1.0,1.0,1.0,250000.0,0,3.0
3853,1.0,1.0,1.0,250000.0,0,3.0
3854,2.0,2.0,3.0,500000.0,0,7.0
3855,2.0,2.0,3.0,250000.0,0,7.0
3856,3.0,1.0,1.0,250000.0,0,5.0
3857,1.0,1.0,1.0,250000.0,0,3.0
3860,2.0,1.0,1.0,250000.0,0,4.0
3861,3.0,3.0,3.0,350000.0,0,9.0
3862,3.0,3.0,4.0,350000.0,0,10.0
3863,1.0,1.0,1.0,250000.0,0,3.0
3864,1.0,1.0,1.0,250000.0,0,3.0
3865,2.0,2.0,2.0,500000.0,0,6.0
3866,1.0,1.0,1.0,250000.0,0,3.0
3867,1.0,1.0,1.0,250000.0,0,3.0
3868,1.0,1.0,2.0,250000.0,0,4.0
3869,1.0,1.0,1.0,250000.0,0,3.0
3870,1.0,1.0,1.0,250000.0,0,3.0
3871,2.0,2.0,2.0,250000.0,0,6.0
3872,1.0,1.0,1.0,250000.0,0,3.0
3873,2.0,1.0,1.0,250000.0,0,4.0
3874,1.0,1.0,2.0,250000.0,0,4.0
3875,2.0,2.0,3.0,250000.0,0,7.0
3876,1.0,1.0,1.0,250000.0,0,3.0
3877,1.0,1.0,1.0,250000.0,0,3.0
3878,6.0,6.0,6.0,500000.0,0,18.0
3879,3.0,2.0,2.0,250000.0,0,7.0
3880,3.0,4.0,4.0,300000.0,0,11.0
3882,1.0,2.0,2.0,250000.0,0,5.0
3883,1.0,2.0,2.0,250000.0,0,5.0
3884,3.0,3.0,3.0,300000.0,0,9.0
3885,3.0,3.0,4.0,250000.0,0,10.0
3886,2.0,2.0,3.0,250000.0,0,7.0
3887,1.0,1.0,1.0,250000.0,0,3.0
3888,2.0,2.0,2.0,250000.0,0,6.0
3889,1.0,1.0,1.0,250000.0,0,3.0
3890,1.0,2.0,2.0,300000.0,0,5.0
3891,2.0,3.0,3.0,500000.0,0,8.0
3892,1.0,1.0,1.0,250000.0,0,3.0
3893,2.0,1.0,2.0,250000.0,0,5.0
3894,2.0,3.0,3.0,250000.0,0,8.0
3895,2.0,2.0,3.0,1700000.0,1,7.0
3897,3.0,3.0,3.0,1500000.0,0,9.0
3898,4.0,4.0,4.0,2500000.0,1,12.0
3899,2.0,2.0,3.0,1500000.0,0,7.0
3901,4.0,4.0,5.0,2500000.0,1,13.0
3902,2.0,2.0,3.0,700000.0,0,7.0
3903,3.0,3.0,3.0,1500000.0,0,9.0
3904,3.0,3.0,4.0,1000000.0,0,10.0
3905,1.0,1.0,1.0,2500000.0,0,3.0
3906,3.0,3.0,3.0,1500000.0,0,9.0
3907,4.0,4.0,5.0,2500000.0,1,13.0
3909,2.0,1.0,1.0,900000.0,0,4.0
3910,4.0,2.0,2.0,2500000.0,1,8.0
3911,4.0,4.0,4.0,2500000.0,1,12.0
3912,1.0,1.0,1.0,500000.0,0,3.0
3913,4.0,4.0,4.0,2500000.0,0,12.0
3914,2.0,2.0,3.0,950000.0,0,7.0
3915,3.0,3.0,4.0,1300000.0,0,10.0
3916,2.0,2.0,3.0,950000.0,0,7.0
3917,3.0,1.0,1.0,1500000.0,0,5.0
3918,2.0,2.0,2.0,1300000.0,0,6.0
3919,1.0,2.0,2.0,700000.0,0,5.0
3920,1.0,1.0,1.0,700000.0,0,3.0
3921,2.0,2.0,3.0,750000.0,0,7.0
3922,4.0,4.0,5.0,2500000.0,0,13.0
3923,1.0,1.0,1.0,1000000.0,0,3.0
3924,1.0,1.0,1.0,350000.0,0,3.0
3925,3.0,2.0,3.0,1000000.0,0,8.0
3926,2.0,3.0,3.0,1250000.0,0,8.0
3927,4.0,4.0,5.0,2500000.0,1,13.0
3928,3.0,3.0,4.0,1500000.0,0,10.0
3929,3.0,3.0,4.0,2000000.0,1,10.0
3930,6.0,6.0,6.0,2500000.0,1,18.0
3931,2.0,3.0,3.0,1500000.0,0,8.0
3932,2.0,3.0,3.0,600000.0,0,8.0
3933,3.0,3.0,3.0,1200000.0,0,9.0
3934,4.0,3.0,3.0,2500000.0,0,10.0
3935,3.0,2.0,2.0,2500000.0,0,7.0
3937,1.0,1.0,1.0,250000.0,0,3.0
3939,2.0,2.0,2.0,850000.0,0,6.0
3941,3.0,3.0,4.0,1300000.0,0,10.0
3943,3.0,3.0,3.0,650000.0,0,9.0
3946,3.0,1.0,1.0,2000000.0,1,5.0
3947,3.0,2.0,2.0,1000000.0,0,7.0
3948,3.0,2.0,2.0,800000.0,0,7.0
3949,3.0,1.0,1.0,1000000.0,0,5.0
3951,1.0,1.0,1.0,350000.0,0,3.0
3952,1.0,1.0,1.0,400000.0,0,3.0
3953,1.0,8.0,5.0,2500000.0,0,14.0
3954,1.0,1.0,1.0,300000.0,0,3.0
3955,3.0,2.0,2.0,1000000.0,0,7.0
3956,1.0,1.0,1.0,500000.0,0,3.0
3957,2.0,3.0,3.0,1000000.0,0,8.0
3958,1.0,1.0,1.0,400000.0,0,3.0
3959,2.0,1.0,1.0,900000.0,0,4.0
3961,1.0,1.0,1.0,500000.0,0,3.0
3962,1.0,1.0,1.0,400000.0,0,3.0
3964,3.0,3.0,3.0,2000000.0,1,9.0
3965,1.0,1.0,1.0,1500000.0,0,3.0
3966,2.0,2.0,2.0,500000.0,0,6.0
3967,1.0,1.0,1.0,350000.0,0,3.0
3968,1.0,1.0,1.0,350000.0,0,3.0
3969,2.0,3.0,3.0,800000.0,0,8.0
3970,1.0,1.0,1.0,350000.0,0,3.0
3971,1.0,1.0,1.0,250000.0,0,3.0
3972,4.0,1.0,1.0,1200000.0,0,6.0
3973,3.0,1.0,1.0,900000.0,0,5.0
3974,2.0,1.0,1.0,450000.0,0,4.0
3975,2.0,3.0,3.0,1600000.0,1,8.0
3977,2.0,2.0,1.0,750000.0,0,5.0
3978,2.0,3.0,3.0,750000.0,0,8.0
3979,2.0,2.0,2.0,700000.0,0,6.0
3980,3.0,3.0,4.0,1000000.0,0,10.0
3981,2.0,3.0,3.0,950000.0,0,8.0
3982,1.0,1.0,1.0,250000.0,0,3.0
3983,1.0,1.0,1.0,800000.0,0,3.0
3984,1.0,1.0,1.0,900000.0,0,3.0
3985,1.0,2.0,2.0,500000.0,0,5.0
3987,2.0,3.0,3.0,700000.0,0,8.0
3990,3.0,3.0,4.0,1300000.0,0,10.0
3991,2.0,3.0,3.0,950000.0,0,8.0
3993,1.0,2.0,2.0,500000.0,0,5.0
3994,4.0,3.0,3.0,1500000.0,1,10.0
3995,1.0,8.0,8.0,2500000.0,0,17.0
3996,3.0,3.0,3.0,1000000.0,0,9.0
3997,2.0,2.0,1.0,750000.0,0,5.0
4000,3.0,3.0,4.0,900000.0,0,10.0
4001,3.0,3.0,3.0,650000.0,0,9.0
4002,1.0,2.0,2.0,250000.0,0,5.0
4003,1.0,1.0,1.0,500000.0,0,3.0
4004,1.0,1.0,1.0,600000.0,0,3.0
4005,2.0,2.0,1.0,750000.0,0,5.0
4006,2.0,2.0,3.0,1000000.0,0,7.0
4007,3.0,3.0,3.0,1000000.0,0,9.0
4008,3.0,3.0,3.0,1300000.0,0,9.0
4009,1.0,1.0,1.0,500000.0,0,3.0
4010,3.0,3.0,4.0,2500000.0,0,10.0
4011,2.0,2.0,3.0,2500000.0,0,7.0
4012,3.0,4.0,4.0,1000000.0,0,11.0
4013,1.0,1.0,1.0,450000.0,0,3.0
4014,3.0,2.0,3.0,1300000.0,0,8.0
